Type;Lat;Long;Intensity;Date;From;To
Issue;-12.0770776161017;-77.0421686839753;3;2020-06-07;0;3
Density;-12.0954763904741;-77.0304775680908;5;2020-08-25;17;18
Density;-12.0951784357681;-77.0164639872996;1;2020-05-13;9;18
Issue;-12.0766235652036;-76.9813054303251;5;2020-04-19;16;22
Density;-12.0871524762687;-77.0436304925756;3;2020-09-06;13;14
Issue;-12.1103360467531;-76.9820428055623;2;2020-03-27;9;14
Density;-12.0896298171292;-77.0101018161327;5;2020-05-01;7;13
Issue;-12.0784454781654;-77.0513990766583;1;2020-01-14;15;21
Density;-12.1025302056093;-76.9670517330017;2;2020-12-03;15;15
Issue;-12.1165000585321;-76.9995534264621;1;2020-12-10;2;10
Density;-12.0827395153893;-77.0104623805089;3;2020-08-22;3;15
Issue;-12.0780610653924;-76.9921023287825;5;2020-01-18;3;17
Density;-12.0886524235557;-77.0503829691998;3;2020-12-24;9;15
Density;-12.0814435482918;-77.003636642828;3;2020-06-07;15;21
Density;-12.0679715321129;-77.0308905134478;1;2020-01-12;0;13
Issue;-12.0931873020668;-77.0465129356726;2;2020-10-09;16;23
Issue;-12.0685799109269;-77.0371660978321;3;2020-10-26;23;23
Density;-12.1132345285219;-77.0163289914316;3;2020-08-12;17;22
Density;-12.1019186395548;-77.0479015683077;1;2020-10-26;21;22
Issue;-12.0740373429529;-77.0446027880604;3;2020-02-14;23;23
Issue;-12.0683650863593;-76.9663167130481;1;2020-06-27;16;19
Density;-12.0976969034523;-77.0289865066406;5;2020-10-28;7;17
Issue;-12.1148894770719;-76.9779803933912;1;2020-03-24;20;22
Issue;-12.1164603298871;-77.0123401654575;4;2020-07-28;4;5
Density;-12.1057591946376;-76.9827737776293;4;2020-05-18;13;21
Density;-12.0927739720455;-76.9875426784196;3;2020-03-18;12;21
Issue;-12.1118471083621;-77.0362948781053;2;2020-03-31;10;18
Density;-12.1158950765241;-77.0043696048565;3;2020-08-02;23;23
Issue;-12.0972510757428;-77.0001823412411;4;2020-10-28;1;20
Density;-12.1015754727582;-77.0386853990096;2;2020-03-01;20;20
Issue;-12.0861757197068;-76.9736622645665;5;2020-08-18;22;23
Density;-12.1134648854402;-76.987761816771;2;2020-12-30;20;21
Issue;-12.0731552982074;-76.9699813385809;4;2020-12-20;5;11
Density;-12.1026394291532;-77.0368400136416;5;2020-01-22;3;23
Issue;-12.0731543048842;-77.0303917383449;1;2020-01-23;12;15
Issue;-12.1165187314122;-77.0036766865626;2;2020-07-23;20;23
Density;-12.0890052916512;-76.9682440154336;1;2020-01-18;10;21
Issue;-12.1069320544355;-77.0303825925377;5;2020-12-05;10;10
Density;-12.0957572423449;-77.0513418526275;4;2020-04-11;20;22
Issue;-12.0709986109594;-76.9666708163866;4;2020-04-08;11;19
Issue;-12.0826972967406;-77.0180446745847;3;2020-07-13;5;18
Density;-12.0669597304368;-76.9843622859283;1;2020-10-23;9;15
Issue;-12.0983346868474;-77.0351136089442;4;2020-01-30;2;16
Issue;-12.0751927031488;-77.0070123845377;4;2020-03-02;2;2
Issue;-12.0678489738422;-77.0293280399514;4;2020-09-03;12;20
Issue;-12.082430698735;-77.0120152013769;3;2020-05-19;8;20
Density;-12.0767968824129;-76.986847892735;5;2020-10-06;0;9
Issue;-12.0769227311392;-77.045194756988;3;2020-03-18;13;14
Issue;-12.0733355278582;-76.9747652567333;4;2020-12-16;21;22
Issue;-12.0977174172389;-77.0329582103386;1;2020-05-18;10;22
Issue;-12.0987228139362;-76.9948248360603;4;2020-08-18;16;21
Issue;-12.0756039881066;-77.0481925679978;5;2020-04-01;16;20
Density;-12.0846670405327;-77.0173483866591;1;2020-05-03;7;16
Issue;-12.1128189383138;-77.0361880869749;1;2020-01-16;15;19
Issue;-12.1048552804022;-76.965935563824;5;2020-07-16;1;11
Density;-12.1158991790496;-76.97110556268;5;2020-03-01;23;23
Density;-12.1147318843338;-76.9992839222356;2;2020-02-23;8;12
Density;-12.0913781122644;-76.9701739954183;5;2020-12-08;16;16
Density;-12.0778559557959;-77.0401652020441;5;2020-08-07;13;19
Issue;-12.0723667359142;-77.0327671333749;4;2020-06-01;1;12
Density;-12.1093324199685;-77.0307099306021;3;2020-01-29;14;16
Issue;-12.1081389687534;-76.99444487535;2;2020-10-05;14;16
Density;-12.1121359887546;-77.0126277635441;1;2020-12-08;17;19
Issue;-12.1029031292591;-76.9882056752686;2;2020-02-21;18;19
Density;-12.0982373809973;-76.9946577308718;1;2020-08-26;9;11
Density;-12.0860073401845;-77.0500995333863;4;2020-03-05;2;15
Density;-12.0861529514214;-77.0473993815706;1;2020-08-19;13;16
Density;-12.0817687305809;-77.0337451084728;3;2020-01-13;22;22
Issue;-12.0660230799766;-76.9994030817365;2;2020-07-25;18;18
Density;-12.0950411978558;-77.0100195131265;2;2020-01-11;6;9
Density;-12.0674698101446;-76.9689355609;2;2020-02-19;0;2
Density;-12.1022201480448;-76.9899568673313;1;2020-07-12;11;19
Issue;-12.0775463556525;-77.0325682669535;1;2020-03-12;16;22
Density;-12.1086230431585;-76.9966252826608;3;2020-04-13;6;16
Issue;-12.0752749258645;-76.9665461354946;4;2020-01-29;2;9
Density;-12.0769975504194;-76.9923566329662;3;2020-02-19;14;23
Issue;-12.0823070934153;-76.9838248927694;1;2020-05-28;19;20
Density;-12.1141446762899;-77.0030164541221;3;2020-09-02;10;13
Density;-12.0963303042852;-76.9822300663892;5;2020-12-16;19;23
Density;-12.0688637248532;-76.9706394831275;5;2020-04-02;3;23
Issue;-12.1010568142394;-76.9797332783294;3;2020-04-14;23;23
Density;-12.0767134494432;-77.0413163311975;2;2020-09-09;2;6
Issue;-12.1005926990651;-77.0391547477519;1;2020-01-17;4;21
Issue;-12.1147155414958;-76.9864537949722;2;2020-07-06;19;22
Issue;-12.0842017743387;-76.992812489633;5;2020-04-08;21;21
Issue;-12.0945376261581;-76.9950626669342;1;2020-02-10;20;21
Density;-12.0651235575811;-76.9974014007439;1;2020-03-22;1;19
Density;-12.1091546816272;-77.0231672819561;3;2020-05-22;20;22
Issue;-12.1128788367075;-77.006101822437;2;2020-02-17;15;22
Density;-12.0782583979004;-77.0467160255772;2;2020-09-22;21;21
Density;-12.1142201847228;-77.0344012776031;3;2020-09-04;20;23
Issue;-12.0738007951888;-76.9810976858147;4;2020-05-16;4;20
Issue;-12.0733548554275;-77.0052754113519;1;2020-01-10;1;2
Issue;-12.066355052873;-77.0486784458431;3;2020-04-24;2;13
Issue;-12.0661276793765;-76.9845962562006;3;2020-04-27;17;19
Issue;-12.0847842207551;-76.9810192033564;5;2020-06-21;18;18
Issue;-12.0951112618879;-76.9708694000837;4;2020-07-25;19;19
Density;-12.0922676721244;-77.0104386862296;3;2020-08-19;3;17
Density;-12.0786663779479;-76.9976878259904;3;2020-09-29;20;20
Issue;-12.1063418841444;-76.9776621573131;5;2020-09-30;17;19
Issue;-12.0996240323839;-77.0513354521408;5;2020-12-12;23;23
Density;-12.0827297153799;-77.0101058961221;3;2020-04-26;23;23
Issue;-12.091862623814;-76.9909283822025;5;2020-01-01;12;16
Issue;-12.0966734689629;-77.0106449653232;2;2020-02-13;12;22
Issue;-12.0968642351799;-76.9748809533034;4;2020-08-18;23;23
Density;-12.0675902966946;-76.983298389427;3;2020-07-11;17;20
Density;-12.0727238551165;-77.0061457779399;4;2020-03-10;15;23
Issue;-12.1045875092448;-77.0454749233777;2;2020-02-08;18;23
Density;-12.0902601057817;-76.999248374998;2;2020-04-09;15;15
Issue;-12.0833034310615;-77.0404777336227;3;2020-12-22;21;23
Issue;-12.0946198595809;-76.9939466592526;2;2020-11-19;3;21
Issue;-12.1085412088356;-77.0349051627427;2;2020-03-22;2;13
Density;-12.0946441860316;-76.9793806859268;5;2020-04-04;18;22
Issue;-12.1081153700411;-76.9805795689739;3;2020-10-18;7;13
Density;-12.0655840620343;-76.9838770831004;2;2020-04-12;10;14
Density;-12.075640606027;-77.0493311645109;4;2020-03-04;20;21
Density;-12.115635800701;-77.0400712141153;5;2020-04-02;20;21
Density;-12.0685371230292;-77.0039955617514;3;2020-03-26;14;19
Density;-12.1054950419543;-77.0251677511938;4;2020-12-02;1;17
Issue;-12.1017345603545;-76.9736928760591;5;2020-11-18;9;10
Issue;-12.0853736216664;-77.0406344507989;1;2020-11-02;17;20
Density;-12.0984718832218;-77.0148650328798;1;2020-07-26;20;23
Issue;-12.1058945977112;-76.9901982826882;4;2020-03-21;23;23
Issue;-12.1022155239129;-77.0250716533774;1;2020-06-23;20;23
Density;-12.1048730265389;-76.9708037128897;2;2020-07-06;22;22
Issue;-12.0654121632296;-77.0333553823467;5;2020-11-04;3;5
Issue;-12.1047331016429;-76.9903967272284;2;2020-08-02;10;16
Density;-12.1046691887083;-77.0240640083687;4;2020-02-16;11;20
Density;-12.0816488876986;-77.0112586935474;4;2020-02-12;0;3
Issue;-12.1046567398102;-76.9994467404291;3;2020-09-08;14;16
Density;-12.0874183592324;-77.0334308143682;2;2020-11-08;5;15
Density;-12.0839222113488;-77.0126190289914;3;2020-08-02;13;22
Density;-12.107778514065;-76.9687035878107;4;2020-03-15;14;23
Density;-12.1072031112327;-76.9800806041225;1;2020-01-25;8;20
Issue;-12.0702114277427;-77.0317624379725;5;2020-08-12;22;23
Issue;-12.0907530828039;-77.028598995226;4;2020-03-25;18;19
Density;-12.0768239448604;-76.9901621986003;4;2020-02-07;1;17
Density;-12.0884332595757;-77.0078378046579;2;2020-12-20;4;13
Density;-12.085212190837;-76.9984413648211;2;2020-01-07;21;22
Density;-12.0764282568207;-77.0410884580104;4;2020-08-08;5;7
Density;-12.0944536758408;-76.9840855571395;3;2020-04-04;2;22
Density;-12.1055004264023;-76.9668196284291;3;2020-11-12;10;10
Density;-12.0918908087395;-77.0106660270921;1;2020-04-23;11;22
Density;-12.097195243383;-77.0253232132904;4;2020-06-06;21;23
Density;-12.0798772304325;-77.028220113167;1;2020-12-25;7;20
Density;-12.086867624417;-77.0398274738877;4;2020-03-09;8;11
Issue;-12.1088281315686;-77.0246610960662;5;2020-04-24;15;17
Density;-12.0790208524768;-77.0351827394242;4;2020-09-24;20;21
Density;-12.0816631816806;-77.0194832068388;4;2020-08-29;0;23
Density;-12.0754222347816;-76.9690560888542;3;2020-08-23;8;10
Density;-12.1159705708902;-77.0380009478453;2;2020-04-02;11;11
Density;-12.1042380264866;-76.9915258325669;1;2020-08-13;17;21
Issue;-12.1160731575765;-76.9854130779055;4;2020-09-25;6;17
Issue;-12.0814539459702;-76.9716794413331;1;2020-12-13;4;12
Density;-12.0891053985305;-77.0374350967134;3;2020-01-26;10;10
Issue;-12.0902313692498;-76.9937955164191;4;2020-09-15;4;18
Issue;-12.1150962958297;-77.0065599527506;5;2020-03-30;19;23
Issue;-12.1066562350935;-77.0301257276681;4;2020-08-06;20;23
Density;-12.0904646664117;-76.9977870760823;2;2020-10-11;3;17
Issue;-12.0787760157392;-77.0217082057514;4;2020-05-30;17;20
Issue;-12.0953710465613;-77.027185713485;4;2020-03-11;1;20
Issue;-12.1046673028887;-77.049574793695;2;2020-04-05;6;6
Issue;-12.1061810901935;-77.0344491129771;1;2020-12-31;3;18
Density;-12.0665948659036;-76.9859670850051;1;2020-07-23;19;22
Density;-12.0761280809328;-77.0266189217631;3;2020-06-05;20;21
Issue;-12.1005237909357;-76.9840340496521;5;2020-07-08;22;22
Issue;-12.0963121827017;-77.0443324677312;2;2020-02-02;11;21
Issue;-12.0714958324696;-77.0351340843559;1;2020-09-07;13;15
Density;-12.0729765531256;-76.9843785885424;3;2020-11-27;4;19
Density;-12.0985230458666;-77.0480844890684;3;2020-07-09;1;13
Density;-12.1148326595039;-77.0380920213527;1;2020-03-19;18;20
Issue;-12.0962528681661;-77.0071552704348;3;2020-07-15;8;11
Density;-12.1121792953277;-76.9700510673661;3;2020-01-09;1;23
Density;-12.0879253727231;-76.9712708368876;2;2020-11-26;5;6
Density;-12.0989502348656;-76.9974918797732;2;2020-09-21;14;15
Density;-12.0893052526012;-76.9932700895775;3;2020-12-05;4;7
Density;-12.1092112809704;-77.0373164516156;1;2020-04-17;11;21
Issue;-12.1144677633328;-77.0162359306145;2;2020-02-24;6;21
Issue;-12.111484153367;-76.9908389683628;4;2020-10-15;4;17
Issue;-12.1148387603632;-77.0423939886261;3;2020-03-21;20;23
Issue;-12.0648166494921;-77.0410536476845;1;2020-01-28;2;6
Density;-12.0656032352391;-76.9673381950539;1;2020-05-30;11;18
Density;-12.071799675163;-77.0224651839373;2;2020-07-04;21;22
Issue;-12.1152297865087;-77.040467278214;2;2020-07-03;22;23
Issue;-12.109312678502;-76.9940514258217;1;2020-11-13;13;19
Issue;-12.0828266667665;-77.0068474900487;1;2020-03-01;12;17
Density;-12.0907442773795;-76.9927268896257;2;2020-11-22;21;21
Issue;-12.082040866055;-77.0116408922153;5;2020-12-19;15;17
Issue;-12.0871916316512;-76.996736380276;3;2020-06-27;6;9
Issue;-12.0826626446314;-76.9725960687877;1;2020-11-21;7;11
Density;-12.0929378451276;-77.0184076317832;3;2020-04-25;23;23
Density;-12.0866762473471;-77.008421790996;2;2020-10-27;14;14
Density;-12.0909235359341;-77.0402533704744;2;2020-08-08;3;4
Issue;-12.092034571986;-77.0041053188948;3;2020-04-05;18;19
Issue;-12.0662732520967;-76.9776002548366;5;2020-10-02;1;9
Density;-12.1077868080735;-77.008032458472;5;2020-06-06;16;22
Issue;-12.1118743865625;-77.0501875343417;2;2020-05-07;22;23
Density;-12.0833973275242;-76.9923996224858;4;2020-08-07;1;11
Issue;-12.0682892432981;-76.9852233974112;2;2020-11-11;6;11
Density;-12.1122741021876;-77.0515418213874;2;2020-07-12;15;21
Issue;-12.0938215793588;-77.0318090735349;3;2020-06-08;17;23
Issue;-12.0733371159293;-77.0346074981742;5;2020-11-08;6;13
Issue;-12.1069120936885;-77.0507870379409;3;2020-05-10;17;23
Issue;-12.0988034256142;-77.0382654201918;3;2020-10-02;4;23
Density;-12.0872217986076;-76.9712811618644;5;2020-06-19;3;22
Density;-12.0890997254636;-77.0393079503328;3;2020-01-07;6;18
Issue;-12.0694783628573;-76.9909557854791;1;2020-05-09;1;21
Issue;-12.0682998578611;-76.9809740412043;2;2020-12-27;2;2
Density;-12.0993231357024;-77.0516042729109;4;2020-07-21;17;20
Issue;-12.0881659878612;-76.9970165570817;2;2020-05-30;17;19
Density;-12.1092021809789;-77.0203308161678;5;2020-03-11;18;20
Issue;-12.0786735224518;-77.0300266399268;2;2020-07-22;19;21
Issue;-12.1062861571915;-77.0394310299811;2;2020-11-21;13;17
Density;-12.0811848854181;-76.9676691439037;4;2020-02-24;7;16
Issue;-12.0799081716818;-76.9830026038377;5;2020-06-17;0;4
Density;-12.0735335612722;-76.9806428763064;2;2020-09-25;5;5
Issue;-12.1050889402454;-76.9751170620728;5;2020-06-08;3;17
Density;-12.0925353238194;-76.9836650910063;1;2020-05-30;22;23
Density;-12.1064431734018;-77.0492842317096;3;2020-08-01;14;22
Density;-12.0756247909897;-76.9722221391316;5;2020-03-04;7;20
Density;-12.0794208467045;-77.0038026613616;5;2020-02-09;3;15
Issue;-12.0758414356015;-76.9912913308886;5;2020-03-19;20;22
Density;-12.0836003627448;-77.0494526123724;1;2020-09-19;6;13
Issue;-12.0750238277197;-76.9953848424285;3;2020-10-26;23;23
Issue;-12.0823698741084;-77.0020107552341;3;2020-04-23;13;17
Issue;-12.1106713457995;-77.0345473548558;4;2020-12-18;18;23
Issue;-12.0926988647577;-76.9661417255812;2;2020-04-14;4;23
Density;-12.1098412651811;-77.0138827486552;2;2020-05-06;9;18
Density;-12.0659286329177;-76.9669329349046;1;2020-04-09;14;18
Issue;-12.0703035663969;-76.9983089590417;3;2020-01-02;9;17
Issue;-12.076555361541;-76.9825085256101;1;2020-05-15;18;22
Density;-12.0866215737469;-76.9706580266908;3;2020-09-29;2;18
Issue;-12.1088529662312;-76.9737803471491;2;2020-02-19;11;17
Issue;-12.0877112664845;-76.9910433858413;5;2020-06-29;21;23
Issue;-12.1051023878111;-77.0113299731792;1;2020-03-26;22;23
Issue;-12.115527313263;-77.0508565826379;4;2020-11-09;11;15
Density;-12.0840203097512;-76.9747926971437;2;2020-04-28;15;22
Issue;-12.0773232763299;-77.029857528267;4;2020-10-30;19;19
Issue;-12.1105313803629;-77.029273537112;1;2020-05-29;14;21
Issue;-12.0925501452479;-76.9909795294773;5;2020-10-09;17;23
Density;-12.0878405994531;-77.000593282676;4;2020-06-18;0;23
Density;-12.1115048473004;-76.9926153827018;5;2020-03-21;23;23
Issue;-12.0754894312168;-76.9878072523287;1;2020-12-31;18;18
Density;-12.1014190921904;-77.0120452891824;2;2020-12-02;20;22
Issue;-12.0982114316597;-76.9923413388799;2;2020-01-09;9;23
Density;-12.0711345437692;-77.0189725302855;4;2020-04-05;19;20
Issue;-12.109487642776;-76.9948704893566;4;2020-04-03;20;21
Issue;-12.1059686419871;-77.0443713559747;3;2020-07-05;3;16
Issue;-12.0747091089389;-76.9777279955467;2;2020-07-29;14;16
Density;-12.0748357312568;-76.9934892140913;3;2020-02-06;6;18
Issue;-12.1135189638327;-77.0068167054715;3;2020-01-22;22;22
Issue;-12.0759763633906;-76.9815055570354;2;2020-05-19;3;17
Density;-12.0809126641788;-77.0467750788826;5;2020-05-06;13;19
Density;-12.1024140426518;-77.0109683820359;1;2020-11-25;17;23
Density;-12.0846953697748;-76.9657825406386;2;2020-03-28;0;8
Issue;-12.0840906856931;-76.9966539164552;1;2020-01-10;16;19
Issue;-12.1108058855443;-76.9772121918653;2;2020-11-06;8;8
Density;-12.1104077969629;-77.026776737797;3;2020-07-02;14;17
Density;-12.1017180110129;-77.0250276602288;1;2020-03-12;11;16
Issue;-12.1129943276891;-77.0165149842304;1;2020-06-19;15;19
Density;-12.1025679705387;-77.0098245191024;3;2020-06-01;4;11
Issue;-12.0751171089883;-76.9974660631076;2;2020-01-21;2;15
Density;-12.1081305627517;-76.9932262010343;3;2020-04-04;11;19
Issue;-12.0870444838985;-77.0384664971812;1;2020-01-18;16;22
Density;-12.069082337978;-77.0022690453868;4;2020-09-15;4;15
Density;-12.0687077300008;-77.0123630883953;1;2020-10-28;14;21
Density;-12.1018352567121;-76.9722938764671;4;2020-10-18;12;22
Issue;-12.1027042526777;-77.0041818103208;3;2020-04-26;8;9
Issue;-12.0733036143758;-76.9663681612426;2;2020-04-22;6;6
Issue;-12.1026552125034;-77.0217722329023;1;2020-02-01;19;22
Density;-12.1077565965385;-77.0346323458854;1;2020-04-06;3;3
Density;-12.0742946695664;-76.990678563348;5;2020-01-17;7;20
Density;-12.0779009561905;-76.9991333120766;2;2020-11-13;13;14
Issue;-12.1160893492993;-76.9948057503432;5;2020-11-27;4;23
Issue;-12.1126725169371;-76.9786852337369;4;2020-06-29;13;14
Issue;-12.0749272660311;-76.9799523910725;5;2020-02-26;10;17
Issue;-12.0859922994364;-77.0494852387417;5;2020-04-26;6;6
Issue;-12.0955863402806;-77.0350846352861;4;2020-01-24;4;22
Density;-12.0730821590007;-76.973166715609;5;2020-06-08;15;23
Issue;-12.0844624481355;-77.035258867262;4;2020-03-08;18;21
Density;-12.1150638093454;-76.9733170863082;3;2020-12-31;14;22
Issue;-12.0941119638172;-77.027413325947;2;2020-05-22;11;13
Issue;-12.0871445598057;-77.0428561364658;5;2020-03-21;9;16
Density;-12.0825404605275;-77.0370419688994;2;2020-10-05;17;19
Issue;-12.1098776842922;-77.0376751365484;1;2020-06-19;19;19
Density;-12.1021438599827;-77.047025053567;1;2020-08-07;1;2
Issue;-12.1104027400906;-77.0376095792367;1;2020-11-08;9;17
Density;-12.0701911965986;-77.0236916724992;5;2020-11-06;22;22
Issue;-12.1032597186031;-76.9953746799461;5;2020-06-06;19;23
Issue;-12.0825596185763;-77.0186912149073;2;2020-12-03;5;17
Issue;-12.1058481813287;-76.9989537371609;1;2020-12-02;14;20
Density;-12.1030119716808;-76.9694524422901;4;2020-03-26;9;17
Density;-12.0840572636855;-76.9947005340554;5;2020-08-12;10;21
Issue;-12.0849414531811;-76.9938965159151;3;2020-11-21;23;23
Density;-12.1086450696901;-77.0150693188064;1;2020-03-09;9;23
Issue;-12.0932832917453;-77.000273525569;5;2020-11-14;3;7
Density;-12.0894658737881;-77.003284863933;4;2020-04-12;19;21
Density;-12.0763237755521;-77.04087113983;1;2020-01-14;11;21
Issue;-12.1074724666067;-77.0498209579067;5;2020-08-30;18;20
Issue;-12.0655059609978;-77.0274114103147;3;2020-12-01;3;7
Density;-12.0825222578196;-76.9716313254038;4;2020-08-16;18;18
Issue;-12.0976351652023;-76.9698219758253;4;2020-01-18;18;20
Density;-12.0664724662227;-76.9722982418711;5;2020-05-22;18;22
Issue;-12.0794183447896;-76.9846765845594;5;2020-06-14;4;10
Issue;-12.0878683038416;-77.0217908612729;1;2020-01-06;4;7
Density;-12.0773988762641;-76.9779566547834;5;2020-04-17;11;12
Density;-12.076159629036;-76.9823104829747;1;2020-05-14;19;21
Issue;-12.098431610426;-77.0166029816119;5;2020-12-18;17;17
Density;-12.077422139414;-76.9756374118147;4;2020-11-24;21;22
Issue;-12.0966882187071;-77.0093296980541;4;2020-06-30;22;23
Density;-12.0993396216666;-76.9984756505097;4;2020-06-30;21;21
Density;-12.0808693905691;-77.0085812329002;3;2020-06-12;4;15
Density;-12.0885958800835;-77.031604944042;3;2020-08-05;13;18
Density;-12.0705974331767;-77.0516659775199;2;2020-12-22;9;9
Issue;-12.0976795147673;-77.01509606687;5;2020-05-17;22;22
